land.Foraging,land.Grooming,land.Resting,land.Travelling,surface.Foraging,surface.Grooming,surface.Resting,surface.Travelling,underwater.Foraging,underwater.Grooming,underwater.Resting,underwater.Travelling,TOTAL (L),KJ,MJ
0.054318789,0.053428317,0.344612645,0.025823687,0.060552093,0.177203918,0.020480855,0.122885129,0.098842386,0.005342832,0.005342832,0.031166518,1442.0861,30182.86207,30.18286207
0.034455128,0.137820513,0.293269231,0.052083333,0.108974359,0.072916667,0.090544872,0.123397436,0.03525641,0.001602564,0.012019231,0.037660256,1391.412343,29122.26033,29.12226033
0.019157088,0.062260536,0.280651341,0.051724138,0.11302682,0.138888889,0.039272031,0.03256705,0.166666667,0.020114943,0.02394636,0.051724138,1461.619903,30591.70458,30.59170458
0.068058076,0.066243194,0.269509982,0.023593466,0.119782214,0.148820327,0.06261343,0.104355717,0.108892922,0.002722323,0.007259528,0.01814882,1522.305751,31861.85938,31.86185938
0.094700261,0.145960035,0.293657689,0.025195482,0.034752389,0.118158123,0.058210252,0.06342311,0.123370982,0.018245004,0.011294526,0.013032146,1431.692264,29965.31909,29.96531909
0.038033395,0.05380334,0.35528757,0.039888683,0.070500928,0.127087199,0.025974026,0.091836735,0.089981447,0.011131725,0.025046382,0.071428571,1420.013195,29720.87616,29.72087616
0.021231423,0.092356688,0.292993631,0.035031847,0.142250531,0.111464968,0.025477707,0.081740977,0.107218684,0.00955414,0.02866242,0.052016985,1422.075954,29764.04972,29.76404972
0.039082413,0.094307562,0.250637213,0.031435854,0.130841121,0.14953271,0.050127443,0.068819031,0.120645709,0.015293118,0.013593883,0.035683942,1454.72454,30447.38462,30.44738462
0.051691729,0.051691729,0.280075188,0.02537594,0.117481203,0.091165414,0.158834586,0.080827068,0.125,0.003759398,0.001879699,0.012218045,1413.333673,29581.07378,29.58107378
0.079825835,0.128447025,0.206095791,0.045718433,0.09796807,0.047169811,0.132801161,0.084179971,0.116835994,0.013788099,0.008708273,0.038461538,1562.66973,32706.67746,32.70667746
0.047027507,0.063886424,0.361135759,0.028393966,0.047914818,0.119787045,0.132209406,0.070984916,0.07364685,0.009760426,0.009760426,0.035492458,1264.823439,26472.75458,26.47275458
0.079376855,0.083827893,0.351632047,0.016320475,0.126854599,0.09272997,0.021513353,0.074925816,0.112759644,0.014836795,0.007418398,0.017804154,1475.767743,30887.81885,30.88781885
0.042701092,0.157894737,0.322740814,0.019860973,0.125124131,0.12611718,0.02979146,0.056603774,0.026812314,0.020854022,0.037735849,0.033763654,1243.990092,26036.71263,26.03671263
0.060211554,0.100895037,0.207485761,0.048820179,0.11635476,0.09194467,0.135882832,0.076484947,0.09194467,0.006509357,0.013832384,0.049633849,1525.792383,31934.83457,31.93483457
0.060082305,0.104526749,0.280658436,0.005761317,0.079835391,0.117695473,0.125925926,0.033744856,0.116872428,0.004115226,0.016460905,0.054320988,1313.720633,27496.17286,27.49617286
0.060123784,0.08311229,0.34040672,0.058355438,0.148541114,0.056587091,0.09372237,0.030061892,0.102564103,0.00530504,0.008841733,0.012378426,1477.950576,30933.50555,30.93350555
0.080270793,0.116054159,0.356866538,0.00483559,0.071566731,0.118955513,0.058994197,0.047388781,0.090909091,0.010638298,0.010638298,0.032882012,1320.590533,27639.95985,27.63995985
0.056858564,0.10376688,0.295664534,0.014214641,0.049751244,0.085287846,0.121535181,0.074626866,0.114427861,0.00355366,0.028429282,0.05188344,1322.038998,27670.27622,27.67027622
0.080192462,0.047313553,0.379310345,0.013632719,0.047313553,0.122694467,0.017642342,0.066559743,0.133119487,0.016038492,0.025661588,0.050521251,1435.048362,30035.56223,30.03556223
0.094569288,0.116104869,0.303370787,0.018726592,0.04494382,0.130149813,0.029962547,0.13576779,0.044007491,0.014044944,0.028089888,0.040262172,1460.386879,30565.89738,30.56589738
0.045384615,0.136923077,0.308461538,0.006923077,0.054615385,0.122307692,0.055384615,0.103846154,0.082307692,0.008461538,0.03,0.045384615,1270.354476,26588.51918,26.58851918
0.009128631,0.146058091,0.356016598,0.054771784,0.024896266,0.051452282,0.146058091,0.084647303,0.058921162,0.006639004,0.004979253,0.056431535,1179.024758,24676.98819,24.67698819
0.086029992,0.132596685,0.322809787,0.008681926,0.033149171,0.129439621,0.046566693,0.093922652,0.089187056,0.00394633,0.022888713,0.030781373,1367.276193,28617.09072,28.61709072
0.020739405,0.138863841,0.405770965,0.040577096,0.062218215,0.091073039,0.046889089,0.103697024,0.027051398,0.018935978,0.019837692,0.024346258,1181.879024,24736.72797,24.73672797
0.030477759,0.061779242,0.382207578,0.044481054,0.063426689,0.13261944,0.030477759,0.107907743,0.102965404,0.005766063,0.009060956,0.028830313,1382.138818,28928.16546,28.92816546
0.060324826,0.060324826,0.351894818,0.014694509,0.128383604,0.09512761,0.13225058,0.046403712,0.041763341,0.002320186,0.024748647,0.041763341,1293.816869,27079.58706,27.07958706
0.044850498,0.144518272,0.306478405,0.02076412,0.118770764,0.053156146,0.144518272,0.031561462,0.069767442,0.007475083,0.002491694,0.055647841,1261.571488,26404.69124,26.40469124
0.042139384,0.095623987,0.335494327,0.025121556,0.068071313,0.064019449,0.140194489,0.10534846,0.08184765,0.01458671,0.006482982,0.021069692,1274.686126,26679.18061,26.67918061
0.047261815,0.096774194,0.230307577,0.046511628,0.126031508,0.052513128,0.137284321,0.090022506,0.110277569,0.007501875,0.018754689,0.03675919,1490.904364,31204.62834,31.20462834
0.053199137,0.116462976,0.292595255,0.038102085,0.047447879,0.12077642,0.076923077,0.112149533,0.087706686,0.004313444,0.026599569,0.02372394,1385.648579,29001.62476,29.00162476
0.036641221,0.10610687,0.333587786,0.045801527,0.095419847,0.084732824,0.086259542,0.116030534,0.029770992,0.006870229,0.012977099,0.045801527,1356.695688,28395.64076,28.39564076
0.032520325,0.03902439,0.249593496,0.023577236,0.108943089,0.157723577,0.133333333,0.097560976,0.088617886,0.007317073,0.016260163,0.045528455,1385.508902,28998.70131,28.99870131
0.0468029,0.114700066,0.321687541,0.011206328,0.112063283,0.074489123,0.117336849,0.085695452,0.036914964,0.005273566,0.023731048,0.050098879,1260.463857,26381.50852,26.38150852
0.026768642,0.062141491,0.306883365,0.047801147,0.156787763,0.104206501,0.057361377,0.052581262,0.086998088,0.014340344,0.019120459,0.06500956,1450.47493,30358.44029,30.35844029
0.043377227,0.077459334,0.278079009,0.02556158,0.123160341,0.081332301,0.139426801,0.100697134,0.068938807,0.014717273,0.003872967,0.043377227,1379.61182,28875.2754,28.8752754
0.013250883,0.106007067,0.409893993,0.030918728,0.072438163,0.123674912,0.041519435,0.07155477,0.077738516,0.014134276,0.002650177,0.036219081,1200.377624,25123.90368,25.12390368
0.069565217,0.127272727,0.3256917,0.017391304,0.13201581,0.071146245,0.043478261,0.090118577,0.093280632,0.005533597,0.006324111,0.018181818,1433.860352,30010.69716,30.01069716
0.059690494,0.093588799,0.319823139,0.004421518,0.115696389,0.106853353,0.078850405,0.112011791,0.030950626,0.007369197,0.025792189,0.0449521,1329.139748,27818.89492,27.81889492
0.074660633,0.134238311,0.320512821,0.019607843,0.082202112,0.119155354,0.029411765,0.108597285,0.06561086,0.005279035,0.021870287,0.018853695,1401.530332,29334.02986,29.33402986
0.023785927,0.120911794,0.361744301,0.018830525,0.111000991,0.07135778,0.163528246,0.041625372,0.038652131,0.006937562,0.011892963,0.029732408,1109.289439,23217.42795,23.21742795
0.112488084,0.100095329,0.255481411,0.05815062,0.044804576,0.08293613,0.052430887,0.055290753,0.142040038,0.020972355,0.003813155,0.071496663,1708.691646,35762.91615,35.76291615
0.079234973,0.119535519,0.286885246,0.021174863,0.101775956,0.06147541,0.116120219,0.066939891,0.090846995,0.015027322,0.003415301,0.037568306,1421.900828,29760.38434,29.76038434
0.079795022,0.125183016,0.262079063,0.046852123,0.073938507,0.129575403,0.059297218,0.113469985,0.024158126,0.013909224,0.016105417,0.055636896,1510.815381,31621.36592,31.62136592
0.082539683,0.086507937,0.323809524,0.03015873,0.047619048,0.125396825,0.122222222,0.073809524,0.055555556,0.003968254,0.027777778,0.020634921,1355.519892,28371.03134,28.37103134
0.044765343,0.068592058,0.337906137,0.039711191,0.101083032,0.077978339,0.108303249,0.104693141,0.049819495,0.005776173,0.02166065,0.039711191,1372.246953,28721.12874,28.72112874
0.047502048,0.054054054,0.22031122,0.044226044,0.142506143,0.13022113,0.140868141,0.108108108,0.090909091,0.005733006,0.001638002,0.013923014,1517.974194,31771.19988,31.77119988
0.075624082,0.055800294,0.27092511,0.037444934,0.086637298,0.124816446,0.107929515,0.109397944,0.058737151,0.002202643,0.01835536,0.052129222,1518.644001,31785.21895,31.78521895
0.053921569,0.065359477,0.339869281,0.040849673,0.068627451,0.155228758,0.080065359,0.044117647,0.120915033,0.003267974,0.003267974,0.024509804,1399.162078,29284.4623,29.2844623
0.005338078,0.074733096,0.40569395,0.006227758,0.120106762,0.149466192,0.042704626,0.053380783,0.09430605,0.011565836,0.008007117,0.028469751,1156.467605,24204.86698,24.20486698
0.065822785,0.048945148,0.394092827,0.050632911,0.030379747,0.094514768,0.119831224,0.122362869,0.050632911,0.002531646,0.000843882,0.019409283,1388.06268,29052.1519,29.0521519
0.1165524,0.047992165,0.38589618,0.011753183,0.083251714,0.066601371,0.084231146,0.061704212,0.100881489,0.001958864,0.02546523,0.013712047,1468.332908,30732.20776,30.73220776
0.101663586,0.088724584,0.240295749,0.044362292,0.131238447,0.055452865,0.121072089,0.060998152,0.078558226,0.012014787,0.021256932,0.044362292,1607.28899,33640.55857,33.64055857
0.080321285,0.06291834,0.235609103,0.036813922,0.109103079,0.127844712,0.12248996,0.067603748,0.100401606,0.004016064,0.012048193,0.040829987,1551.257028,32467.80961,32.46780961
0.097670251,0.105734767,0.32437276,0.021505376,0.03046595,0.132616487,0.075268817,0.044802867,0.102150538,0.008960573,0.007168459,0.049283154,1425.945823,29845.04607,29.84504607
0.077287066,0.070977918,0.337539432,0.03785489,0.035488959,0.140378549,0.052839117,0.116719243,0.068611987,0.016561514,0.014984227,0.030757098,1453.075709,30412.87459,30.41287459
0.00862069,0.080172414,0.303448276,0.043965517,0.082758621,0.110344828,0.104310345,0.079310345,0.127586207,0.001724138,0.007758621,0.05,1343.69421,28123.51981,28.12351981
0.038358608,0.118644068,0.299732382,0.028545941,0.142729706,0.113291704,0.043710972,0.057983943,0.123104371,0.004460303,0.005352364,0.024085638,1408.572623,29481.42499,29.48142499
0.040856031,0.069066148,0.263618677,0.064202335,0.083657588,0.178015564,0.025291829,0.064202335,0.091439689,0.013618677,0.030155642,0.075875486,1533.714324,32100.64081,32.10064081
0.087732919,0.072981366,0.283385093,0.02173913,0.038043478,0.14052795,0.14363354,0.076086957,0.052795031,0.005434783,0.027950311,0.049689441,1381.12949,28907.04024,28.90704024
0.032116788,0.038686131,0.345255474,0.043065693,0.098540146,0.126277372,0.065693431,0.070072993,0.110218978,0.010948905,0.010218978,0.048905109,1415.716244,29630.94098,29.63094098
0.038011696,0.081871345,0.348684211,0.032163743,0.089912281,0.104532164,0.07748538,0.067251462,0.114035088,0.00877193,0.01754386,0.019736842,1330.526137,27847.91205,27.84791205
0.059052059,0.121212121,0.292929293,0.022533023,0.088578089,0.085470085,0.094017094,0.065268065,0.077700078,0.015540016,0.016317016,0.061383061,1362.843373,28524.31181,28.52431181
0.070226774,0.109729334,0.325530358,0.004389173,0.09948793,0.13240673,0.01975128,0.100950988,0.115581565,0.007315289,0.002926116,0.011704462,1417.287197,29663.82103,29.66382103
0.046836483,0.056696795,0.332785538,0.050123254,0.142974528,0.109285127,0.057518488,0.118323747,0.038619556,0.010682005,0.02136401,0.014790468,1463.821573,30637.78552,30.63778552
0.04134548,0.122634898,0.264891381,0.033637001,0.076384022,0.087596356,0.070077085,0.100210231,0.116327961,0.011913104,0.025227751,0.04975473,1414.431503,29604.05137,29.60405137
0.037547893,0.128735632,0.202298851,0.021455939,0.105747126,0.105747126,0.098084291,0.083524904,0.133333333,0.002298851,0.022988506,0.058237548,1424.920578,29823.5877,29.8235877
0.007374631,0.08480826,0.324483776,0.036873156,0.06120944,0.14159292,0.122418879,0.10619469,0.068584071,0.005162242,0.001474926,0.039823009,1237.690227,25904.85646,25.90485646
0.041558442,0.080519481,0.231168831,0.054545455,0.103896104,0.141125541,0.068398268,0.067532468,0.143722944,0.012121212,0.002597403,0.052813853,1558.517592,32619.7732,32.6197732
0.04305136,0.134441088,0.336858006,0.043806647,0.097432024,0.074018127,0.027190332,0.026435045,0.134441088,0.012839879,0.021903323,0.047583082,1394.090361,29178.31125,29.17831125
0.00616808,0.037008481,0.353893601,0.047802621,0.087124133,0.150346955,0.050886662,0.096376253,0.101773323,0.016962221,0.00231303,0.049344641,1364.660354,28562.34121,28.56234121
0.012474012,0.066528067,0.367983368,0.005197505,0.055093555,0.171517672,0.061330561,0.109147609,0.068607069,0.014553015,0.014553015,0.053014553,1175.707865,24607.56562,24.60756562
0.016835017,0.098765432,0.389450056,0.041526375,0.117845118,0.092031425,0.034792368,0.095398429,0.031425365,0.01010101,0.005611672,0.066217733,1310.775651,27434.53437,27.43453437
0.021077283,0.06010929,0.351288056,0.040593286,0.131928181,0.088992974,0.135831382,0.042154567,0.081967213,0.003903201,0.015612802,0.026541764,1278.772277,26764.70376,26.76470376
0.084074373,0.042037187,0.358124495,0.029911075,0.097008892,0.104284559,0.029102668,0.093775263,0.106709782,0.00323363,0.029911075,0.021827001,1528.258791,31986.45649,31.98645649
0.054231717,0.052588332,0.306491372,0.04601479,0.089564503,0.164338537,0.11914544,0.074774035,0.059161873,0.003286771,0.018077239,0.01232539,1390.831349,29110.10013,29.11010013
0.023679417,0.108378871,0.239526412,0.034608379,0.0428051,0.146630237,0.146630237,0.124772313,0.045537341,0.006375228,0.013661202,0.067395264,1297.541194,27157.53719,27.15753719
0.00805153,0.078904992,0.309178744,0.027375201,0.126409018,0.051529791,0.103864734,0.127214171,0.128019324,0.001610306,0.006441224,0.031400966,1356.998122,28401.97068,28.40197068
0.030784508,0.076464747,0.282025819,0.008937438,0.090367428,0.127110228,0.040714995,0.156901688,0.065541212,0.008937438,0.039721946,0.072492552,1375.542706,28790.10884,28.79010884
0.08095952,0.082458771,0.362068966,0.023988006,0.080209895,0.083208396,0.077961019,0.032233883,0.128935532,0.008245877,0.02173913,0.017991004,1394.783306,29192.81459,29.19281459
0.009397024,0.133907596,0.269381363,0.042286609,0.072826938,0.122944401,0.083007048,0.095536413,0.108065779,0.012529366,0.000783085,0.049334377,1327.280736,27779.9858,27.7799858
0.054109589,0.112328767,0.323287671,0.02260274,0.035616438,0.114383562,0.092465753,0.097260274,0.090410959,0.010273973,0.019863014,0.02739726,1299.837017,27205.58876,27.20558876
0.043317972,0.129953917,0.265437788,0.047004608,0.066359447,0.114285714,0.117050691,0.034101382,0.11797235,0.00921659,0.000921659,0.05437788,1380.99882,28904.30531,28.90430531
0.06042885,0.059454191,0.307992203,0.035087719,0.050682261,0.10331384,0.143274854,0.038011696,0.157894737,0.009746589,0.006822612,0.027290448,1394.599917,29188.97626,29.18897626
0.095360825,0.137457045,0.236254296,0.050687285,0.113402062,0.122852234,0.116838488,0.057560137,0.036941581,0.009450172,0.006013746,0.017182131,1513.348988,31674.39432,31.67439432
0.033795494,0.09965338,0.253032929,0.013864818,0.07712305,0.064991334,0.153379549,0.117850953,0.152512998,0.003466205,0.002599653,0.027729636,1352.281804,28303.25815,28.30325815
0.051282051,0.148717949,0.309401709,0.024786325,0.14017094,0.094871795,0.072649573,0.032478632,0.058119658,0.011965812,0.007692308,0.047863248,1327.543709,27785.48982,27.78548982
0.072423398,0.155988858,0.244196843,0.059424327,0.090064995,0.093779016,0.058495822,0.104921077,0.065923863,0.012070566,0.030640669,0.012070566,1516.832501,31747.30426,31.74730426
0.058187864,0.067331671,0.333333333,0.034081463,0.128844555,0.104738155,0.029925187,0.108063175,0.093931837,0.004987531,0.002493766,0.034081463,1518.975173,31792.15037,31.79215037
0.084568439,0.055797733,0.306887533,0.004359198,0.076721883,0.144725371,0.099389712,0.086312119,0.058413252,0.017436792,0.030514385,0.034873583,1369.467291,28662.95041,28.66295041
0.071183533,0.123499142,0.296740995,0.006861063,0.047169811,0.120068611,0.039451115,0.066895369,0.141509434,0.017152659,0.016295026,0.053173242,1394.066653,29177.81504,29.17781504
0.093774626,0.102442868,0.274231678,0.037037037,0.12608353,0.078802206,0.042553191,0.100078802,0.089046493,0.013396375,0.030732861,0.011820331,1584.538613,33164.39317,33.16439317
0.041734861,0.136661211,0.279869067,0.034369885,0.108837971,0.081833061,0.045826514,0.114566285,0.104746318,0.004091653,0.005728314,0.041734861,1455.403888,30461.60337,30.46160337
0.061748196,0.043303929,0.38893344,0.048115477,0.025661588,0.08340016,0.141940658,0.129911788,0.035284683,0.014434643,0.01042502,0.016840417,1335.706931,27956.34606,27.95634606
0.037894737,0.138947368,0.271578947,0.068421053,0.108421053,0.092631579,0.092631579,0.074736842,0.045263158,0.016842105,0.008421053,0.044210526,1424.864228,29822.40828,29.82240828
0.032467532,0.061688312,0.37012987,0.036796537,0.061688312,0.12987013,0.037878788,0.166666667,0.037878788,0.003246753,0.041125541,0.020562771,1336.040526,27963.32821,27.96332821
0.109537299,0.092540132,0.330500472,0.004721435,0.030217186,0.091595845,0.050991501,0.139754485,0.093484419,0.01605288,0.024551464,0.01605288,1462.6999,30614.30891,30.61430891
0.035579107,0.056018168,0.351249054,0.042392127,0.05677517,0.094625284,0.113550341,0.068130204,0.121120363,0.003785011,0.030280091,0.026495079,1325.096029,27734.25989,27.73425989
0.044295302,0.117449664,0.316107383,0.036912752,0.097315436,0.061744966,0.110738255,0.091275168,0.062416107,0.012751678,0.024832215,0.024161074,1321.201404,27652.74539,27.65274539
0.09942005,0.041425021,0.328914664,0.032311516,0.141673571,0.069594035,0.068765534,0.07953604,0.081193041,0.005799503,0.009113505,0.042253521,1608.549809,33666.94749,33.66694749
0.098022356,0.116938951,0.335339639,0.013757524,0.034393809,0.116079106,0.104041273,0.038693035,0.086844368,0.015477214,0.012037833,0.028374893,1332.958247,27898.81612,27.89881612
0.022298456,0.044596913,0.340480274,0.026586621,0.073756432,0.081475129,0.124356775,0.066037736,0.131217839,0.004288165,0.018867925,0.066037736,1309.697068,27411.95963,27.41195963
0.032128514,0.078714859,0.308433735,0.032128514,0.102811245,0.157429719,0.028915663,0.117269076,0.060240964,0.007228916,0.020883534,0.053815261,1404.681311,29399.97984,29.39997984
0.036202735,0.08769107,0.287208367,0.021721641,0.113435237,0.154465004,0.111826227,0.065164924,0.076427997,0.003218021,0.007240547,0.03539823,1315.568508,27534.84887,27.53484887
0.060955519,0.092257002,0.306425041,0.009060956,0.143327842,0.123558484,0.152388797,0.041186161,0.026359143,0.003294893,0.007413509,0.033772652,1272.464001,26632.67154,26.63267154
0.057809331,0.048681542,0.271805274,0.064908722,0.156186613,0.10040568,0.064908722,0.063894523,0.085192698,0.003042596,0.026369168,0.056795132,1620.453479,33916.09132,33.91609132
0.020116807,0.109020117,0.314081765,0.038935756,0.111615834,0.10577547,0.090850097,0.102530824,0.055158988,0.001946788,0.012329656,0.037637897,1315.462542,27532.631,27.532631
0.037845706,0.057496361,0.343522562,0.042212518,0.062590975,0.093158661,0.062590975,0.11062591,0.120815138,0.009461426,0.028384279,0.031295488,1410.005639,29511.41803,29.51141803
0.045244691,0.102493075,0.347183749,0.060018467,0.084949215,0.132963989,0.049861496,0.095106187,0.039704524,0.003693444,0.008310249,0.030470914,1411.595953,29544.70329,29.54470329
0.082429501,0.068329718,0.293926247,0.009761388,0.105206074,0.147505423,0.061822126,0.096529284,0.05856833,0.015184382,0.007592191,0.053145336,1467.467578,30714.09641,30.71409641
0.085784314,0.099673203,0.388071895,0.051470588,0.10130719,0.055555556,0.017973856,0.067810458,0.057189542,0.013888889,0.004901961,0.056372549,1527.976912,31980.55678,31.98055678
0.051846591,0.068892045,0.338068182,0.005681818,0.103693182,0.116477273,0.063210227,0.097301136,0.119318182,0.002130682,0.019886364,0.013494318,1356.193429,28385.12847,28.38512847
0.049268668,0.132409546,0.270977675,0.047729022,0.085450346,0.067744419,0.141647421,0.056966898,0.071593533,0.012317167,0.030792918,0.033102386,1339.240818,28030.31032,28.03031032
0.045958796,0.110935024,0.36133122,0.049920761,0.066561014,0.113312203,0.062599049,0.037242472,0.108557845,0.012678288,0.004754358,0.02614897,1349.290067,28240.6411,28.2406411
0.034804754,0.076400679,0.35229202,0.039898132,0.033955857,0.077249576,0.081494058,0.06196944,0.149405772,0.009337861,0.022920204,0.060271647,1352.345832,28304.59827,28.30459827
0.063569682,0.092909535,0.216788916,0.015484923,0.131214344,0.059494703,0.136104319,0.123879381,0.097799511,0.015484923,0.015484923,0.031784841,1474.707689,30865.63193,30.86563193
0.069879518,0.094779116,0.318875502,0.008835341,0.099598394,0.156626506,0.040160643,0.120481928,0.025702811,0.00562249,0.023293173,0.036144578,1378.147635,28844.63,28.84463
0.089723926,0.123466258,0.345858896,0.034509202,0.09892638,0.078220859,0.033742331,0.028374233,0.091257669,0.00690184,0.008435583,0.060582822,1489.753838,31180.54782,31.18054782
0.036155203,0.078483245,0.284832451,0.049382716,0.111111111,0.121693122,0.109347443,0.091710758,0.022045855,0.010582011,0.027336861,0.057319224,1382.253714,28930.57024,28.93057024
0.023834197,0.112953368,0.300518135,0.061139896,0.095336788,0.153367876,0.051813472,0.046632124,0.05388601,0.009326425,0.01761658,0.07357513,1379.942553,28882.19763,28.88219763
0.095197978,0.056444819,0.390901432,0.041280539,0.026116259,0.122156698,0.141533277,0.037910699,0.048862679,0.0084246,0.00926706,0.02190396,1344.94551,28149.70953,28.14970953
0.031507877,0.100525131,0.327831958,0.010502626,0.106526632,0.143285821,0.104276069,0.048012003,0.063015754,0.014253563,0.0060015,0.044261065,1209.964898,25324.56531,25.32456531
0.050724638,0.10942029,0.226811594,0.038405797,0.120289855,0.139130435,0.078985507,0.050724638,0.103623188,0.013043478,0.014492754,0.054347826,1474.715055,30865.78609,30.86578609
0.062600321,0.13964687,0.332263242,0.00882825,0.032905297,0.117977528,0.062600321,0.085072231,0.06741573,0.004012841,0.026484751,0.060192616,1275.598368,26698.27385,26.69827385
0.012087027,0.144238517,0.257050766,0.02739726,0.099113618,0.150684932,0.10475423,0.081385979,0.060435133,0.004834811,0.017727639,0.040290089,1234.131709,25830.37667,25.83037667
